application_uid,authority_name,reference,planning_decision,n_docs_used,total_chars,used_refusal_section,mentions_heat_pump,n_labels,labels
CB/24/02776/FULL,Central Bedfordshire,,Application Withdrawn,1,883,False,True,1,policy_general
CB/25/01647/FULL,Central Bedfordshire,,Application Withdrawn,1,841,False,True,1,policy_general
CB/25/02147/NMA,Central Bedfordshire,,Application Withdrawn,1,1397,False,True,1,policy_general
CB/25/02386/NMA,Central Bedfordshire,,Application Withdrawn,1,1363,False,True,1,policy_general
CC/MAL/18/24/20/01,Essex,,Withdrawn,1,47764,False,True,9,visual_amenity; noise; heritage_listed; design_scale_siting; neighbour_amenity; policy_general; flood_drainage; highways; biodiversity
CCC/20/073/FUL,Cambridgeshire,,Application Withdrawn,3,9081,False,True,3,noise; design_scale_siting; policy_general
CL/19/1709,North Norfolk,,Application Withdrawn,1,2181,False,False,0,
CL/20/1924,North Norfolk,,Application Withdrawn,1,9146,False,True,4,noise; design_scale_siting; permitted_development; flat_apartment
CON/21/03734,Kensington,,Withdrawn by Applicant,1,85872,False,False,6,visual_amenity; noise; design_scale_siting; neighbour_amenity; flood_drainage; flat_apartment
CON/24/04898,Kensington,,Withdrawn by Applicant,17,3448542,False,False,11,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; flood_drainage; highways; biodiversity; flat_apartment
CR/2023/0530/FUL,Crawley,,WITHDRAWN,1,695,False,True,0,
DC/081718,Stockport,,Application Withdrawn,1,47614,False,True,5,noise; design_scale_siting; neighbour_amenity; policy_general; flat_apartment
DC/089884,Stockport,,Application Withdrawn,2,69123,False,True,4,visual_amenity; noise; design_scale_siting; permitted_development
DC/090156,Stockport,,Application Withdrawn,1,64922,False,True,4,visual_amenity; noise; design_scale_siting; permitted_development
DC/090288,Stockport,,Application Withdrawn,1,64922,False,True,4,visual_amenity; noise; design_scale_siting; permitted_development
DC/091747,Stockport,,Application Withdrawn,1,1100,False,False,0,
DC/094050,Stockport,,Application Withdrawn,1,4902,False,True,2,noise; permitted_development
DC/096485,Stockport,,Application Withdrawn,4,82116,False,True,4,noise; heritage_listed; design_scale_siting; neighbour_amenity
DC/18/03080,Babergh Mid Suffolk,,Withdrawn,6,97171,False,True,11,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; trees_landscaping; flood_drainage; highways; biodiversity
DC/19/2407/FUL,East Suffolk,,Application Withdrawn,2,7936,True,False,0,
DC/19/2408/LBC,East Suffolk,,Application Withdrawn,2,7324,True,False,0,
DC/21/04989,Babergh Mid Suffolk,,Withdrawn,2,41956,False,False,8,visual_amenity; noise; heritage_listed; design_scale_siting; neighbour_amenity; flood_drainage; biodiversity; flat_apartment
DC/21/3479/LBC,East Suffolk,,Application Withdrawn,1,600,False,True,2,heritage_listed; design_scale_siting
DC/22/00634,Babergh Mid Suffolk,,Withdrawn,5,126187,False,True,9,noise; design_scale_siting; neighbour_amenity; policy_general; trees_landscaping; flood_drainage; highways; biodiversity; flat_apartment
DC/22/01345,Babergh Mid Suffolk,,Withdrawn,3,17103,False,True,8,visual_amenity; design_scale_siting; permitted_development; neighbour_amenity; policy_general; flood_drainage; highways; flat_apartment
DC/22/02955,Babergh Mid Suffolk,,Withdrawn,2,59551,False,False,4,design_scale_siting; flood_drainage; biodiversity; flat_apartment
DC/22/03835,Babergh Mid Suffolk,,Withdrawn,2,63384,False,True,10,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; flood_drainage; highways; biodiversity; flat_apartment
DC/22/06281,Babergh Mid Suffolk,,Withdrawn,8,1119048,False,True,13,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; policy_general; trees_landscaping; flood_drainage; greenbelt; biodiversity; flat_apartment
DC/22/06283,Babergh Mid Suffolk,,Withdrawn,6,1065219,False,True,13,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; policy_general; trees_landscaping; flood_drainage; greenbelt; biodiversity; flat_apartment
DC/23/03615,Babergh Mid Suffolk,,Withdrawn,2,5816,False,True,2,noise; permitted_development
DC/23/03877,Babergh Mid Suffolk,,Withdrawn,2,58252,False,True,2,noise; design_scale_siting
DC/23/04513,Babergh Mid Suffolk,,Withdrawn,2,116322,False,True,4,noise; heritage_listed; design_scale_siting; permitted_development
DC/23/4463/FUL,East Suffolk,,Application Withdrawn,1,684,False,True,0,
DC/24/01164,Babergh Mid Suffolk,,Withdrawn,2,66570,False,True,5,visual_amenity; noise; design_scale_siting; permitted_development; policy_general
DC/24/01232,Babergh Mid Suffolk,,Withdrawn,1,7332,False,True,4,visual_amenity; noise; design_scale_siting; flood_drainage
DC/24/01783,Babergh Mid Suffolk,,Withdrawn,1,5256,False,True,1,noise
DC/24/02182,Babergh Mid Suffolk,,Withdrawn,2,79909,False,False,8,visual_amenity; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; flood_drainage; biodiversity; flat_apartment
DC/24/0224/VAR,West Suffolk,,Withdrawn / abandoned,5,13765,False,True,2,design_scale_siting; biodiversity
DC/24/03547,Babergh Mid Suffolk,,Withdrawn,1,1685,False,True,3,noise; design_scale_siting; policy_general
DC/24/04106,Babergh Mid Suffolk,,Withdrawn,1,4818,False,True,2,noise; permitted_development
DC/24/0857/HH,West Suffolk,,Withdrawn / abandoned,1,6677,False,False,2,visual_amenity; heritage_conservation_area
DC/24/0986/LB,West Suffolk,,Withdrawn / abandoned,1,7210,False,True,1,heritage_listed
DC/24/1013/FUL,East Suffolk,,Application Withdrawn,1,817,False,True,0,
DC/24/1067/HH,West Suffolk,,Withdrawn / abandoned,2,8004,False,False,0,
DC/24/1508/HH,West Suffolk,,Withdrawn / abandoned,1,13842,False,True,5,noise; design_scale_siting; permitted_development; neighbour_amenity; policy_general
DC/24/2180/AME,East Suffolk,,Application Withdrawn,1,1286,False,True,0,
DC/24/4229/LBC,East Suffolk,,Application Withdrawn,1,769,False,True,1,heritage_listed
DC/24/70095,Sandwell,,Withdrawn,2,86531,False,True,5,noise; heritage_listed; design_scale_siting; trees_landscaping; flat_apartment
DC/25/01814,Babergh Mid Suffolk,,Withdrawn,1,17620,False,False,4,noise; design_scale_siting; flood_drainage; biodiversity
DM/17/00132/FPA,Durham,,Application Withdrawn,1,1591,False,True,2,noise; permitted_development
DM/2025/01244,Monmouthshire,,Application Withdrawn,3,39355,False,True,7,noise; heritage_listed; design_scale_siting; permitted_development; neighbour_amenity; policy_general; biodiversity
DM/23/02144/FPA,Durham,,Application Withdrawn,1,4304,False,True,2,noise; permitted_development
EF/20/1346,North Norfolk,,Application Withdrawn,1,659,False,True,2,design_scale_siting; flat_apartment
F/YR20/1158/F,Fenland,,Withdrawn,6,59854,False,True,6,visual_amenity; noise; design_scale_siting; neighbour_amenity; flood_drainage; highways
FUL/000083/24,Flintshire,,Z01 Withdrawn,2,27288,False,True,2,noise; design_scale_siting
FUL/000992/24,Flintshire,,Z01 Withdrawn,2,34738,False,True,7,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; policy_general; flat_apartment
HOU/347690/21,Oldham,,Application Withdrawn,1,864,False,True,0,
LB/21/05504,Kensington,,Withdrawn by Applicant,1,57623,False,False,5,noise; design_scale_siting; neighbour_amenity; policy_general; flat_apartment
LB/22/07825,Kensington,,Withdrawn by Applicant,2,104146,False,True,8,visual_amenity; noise; heritage_listed; design_scale_siting; neighbour_amenity; policy_general; flood_drainage; flat_apartment
LB/24/04615,Kensington,,Withdrawn by Applicant,1,9171,False,False,3,design_scale_siting; neighbour_amenity; flat_apartment
LB/25/01034,Kensington,,Withdrawn by Council,1,32309,False,False,2,noise; design_scale_siting
LBC/000993/24,Flintshire,,Z01 Withdrawn,1,16766,False,True,7,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; policy_general; flat_apartment
NE/24/00035/FUL,East Northamptonshire,,Application Withdrawn/Declined,2,127804,False,True,4,noise; heritage_listed; design_scale_siting; permitted_development
NE/25/00718/FUL,East Northamptonshire,,Application Withdrawn/Declined,3,7703,False,True,5,noise; design_scale_siting; permitted_development; neighbour_amenity; policy_general
NW/24/00268/FUL,Wellingborough,,Application Withdrawn,2,116336,False,True,4,noise; heritage_listed; design_scale_siting; permitted_development
P/00053/17,Isle of Wight,,Application Withdrawn,4,6570,False,True,4,noise; heritage_conservation_area; design_scale_siting; neighbour_amenity
P/00882/15,Isle of Wight,,Application Withdrawn,3,3479,False,True,2,design_scale_siting; policy_general
P/00883/15,Isle of Wight,,Application Withdrawn,2,2525,False,True,0,
P/25/02469/CONDR,BCP,,Withdrawn,3,542871,False,True,4,noise; design_scale_siting; permitted_development; policy_general
P0173/25/FUL,Forest of Dean,,Application Withdrawn,4,45646,False,True,8,noise; heritage_listed; design_scale_siting; permitted_development; neighbour_amenity; policy_general; flood_drainage; biodiversity
P1200/24/FUL,Forest of Dean,,Application Withdrawn,3,20003,False,True,2,noise; permitted_development
P1567/22/LBC,Forest of Dean,,Application Withdrawn,4,19077,False,True,3,noise; heritage_listed; design_scale_siting
P2022/0955,Neath,,Withdrawn,1,1456,False,True,1,policy_general
P2023/0827,Neath,,Withdrawn,1,2087,False,True,1,policy_general
P2024/0015,Neath,,Withdrawn,1,1396,False,True,1,policy_general
P211109/PIP,Herefordshire,,Withdrawn,2,2007,False,True,2,heritage_listed; heritage_conservation_area
P214057/F,Herefordshire,,Withdrawn,2,2272,False,True,2,heritage_listed; heritage_conservation_area
P214058/L,Herefordshire,,Withdrawn,2,2297,False,True,2,heritage_listed; heritage_conservation_area
PA24/03579,Cornwall,,Withdrawn,3,25530,False,True,6,heritage_listed; design_scale_siting; policy_general; flood_drainage; biodiversity; flat_apartment
PA24/04275,Cornwall,,Withdrawn,2,12601,False,True,3,design_scale_siting; biodiversity; flat_apartment
PA24/07390,Cornwall,,Withdrawn,1,1595,False,True,2,noise; permitted_development
PA25/01310,Cornwall,,Withdrawn,1,1674,False,True,0,
PA25/06752,Cornwall,,Withdrawn,2,16064,False,True,3,design_scale_siting; biodiversity; flat_apartment
PF/15/0705,North Norfolk,,Application Withdrawn,2,48215,False,True,8,noise; heritage_listed; design_scale_siting; neighbour_amenity; policy_general; trees_landscaping; biodiversity; flat_apartment
PF/23/1952,North Norfolk,,Application Withdrawn,4,74305,False,True,10,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; trees_landscaping; biodiversity; flat_apartment
PF/23/2324,North Norfolk,,Application Withdrawn,4,108446,False,True,8,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; flat_apartment
PF/24/0799,North Norfolk,,Application Withdrawn,2,65213,False,True,8,visual_amenity; noise; heritage_conservation_area; design_scale_siting; policy_general; trees_landscaping; biodiversity; flat_apartment
PF/24/2025,North Norfolk,,Application Withdrawn,4,79448,False,True,6,noise; design_scale_siting; permitted_development; neighbour_amenity; flood_drainage; flat_apartment
PL/07741,Carmarthenshire,,Withdrawn,3,26135,False,True,4,noise; design_scale_siting; permitted_development; neighbour_amenity
PL/08869,Carmarthenshire,,Withdrawn,2,5260,False,True,3,noise; permitted_development; policy_general
PL/09876,Carmarthenshire,,Withdrawn,2,12140,False,True,4,visual_amenity; heritage_listed; design_scale_siting; neighbour_amenity
PL/09879,Carmarthenshire,,Withdrawn,2,12158,False,True,4,visual_amenity; heritage_listed; design_scale_siting; neighbour_amenity
PL/10037,Carmarthenshire,,Withdrawn,3,41536,False,True,5,noise; heritage_listed; design_scale_siting; permitted_development; neighbour_amenity
PL/2023/01979/MINFHO,Solihull,,Withdrawn,1,4261,False,True,2,noise; permitted_development
PP/17/07286,Kensington,,Withdrawn by Applicant,1,55752,False,True,6,visual_amenity; noise; design_scale_siting; neighbour_amenity; policy_general; flat_apartment
PP/18/07471,Kensington,,Withdrawn by Applicant,1,409,False,True,2,noise; permitted_development
PP/20/04685,Kensington,,Withdrawn by Applicant,1,3127,False,True,3,noise; design_scale_siting; flat_apartment
PP/21/03755,Kensington,,Withdrawn by Applicant,1,21413,False,True,3,noise; design_scale_siting; neighbour_amenity
PP/21/05502,Kensington,,Withdrawn by Applicant,1,18670,False,True,2,noise; design_scale_siting
PP/21/05503,Kensington,,Withdrawn by Applicant,1,57623,False,False,5,noise; design_scale_siting; neighbour_amenity; policy_general; flat_apartment
PP/21/06970,Kensington,,Withdrawn by Applicant,1,79690,False,False,8,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; flood_drainage
PP/22/02292,Kensington,,Withdrawn by Applicant,1,48077,False,True,3,noise; design_scale_siting; neighbour_amenity
PP/22/04020,Kensington,,Withdrawn by Applicant,1,150597,False,False,9,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; flood_drainage; flat_apartment
PP/22/07824,Kensington,,Withdrawn by Applicant,1,42113,False,False,5,noise; heritage_listed; design_scale_siting; neighbour_amenity; flood_drainage
PP/23/05266,Kensington,,Withdrawn by Applicant,1,30718,False,True,4,noise; design_scale_siting; neighbour_amenity; flat_apartment
PP/23/07024,Kensington,,Withdrawn by Applicant,1,27236,False,True,2,noise; design_scale_siting
PP/24/01985,Kensington,,Withdrawn by Applicant,1,18211,False,True,3,noise; design_scale_siting; neighbour_amenity
PP/24/03187,Kensington,,Withdrawn by Applicant,1,69826,False,False,6,visual_amenity; noise; design_scale_siting; neighbour_amenity; policy_general; flood_drainage
PP/24/03569,Kensington,,Withdrawn by Applicant,1,40295,False,False,5,noise; design_scale_siting; neighbour_amenity; policy_general; flat_apartment
PP/24/04614,Kensington,,Withdrawn by Applicant,1,9171,False,False,3,design_scale_siting; neighbour_amenity; flat_apartment
PP/24/05115,Kensington,,Withdrawn by Applicant,1,20232,False,True,4,noise; design_scale_siting; neighbour_amenity; flat_apartment
PP/24/06056,Kensington,,Withdrawn by Applicant,1,35501,False,True,3,noise; design_scale_siting; flat_apartment
PP/25/01033,Kensington,,Withdrawn by Council,1,32309,False,False,2,noise; design_scale_siting
PP/25/03287,Kensington,,Withdrawn by Applicant,2,36658,False,True,2,noise; design_scale_siting
R24/0203,Rugby,,Withdrawn by Applicant/Agent,2,5931,False,True,1,noise
R25/0174,Rugby,,Withdrawn by Applicant/Agent,2,3934,False,True,2,noise; permitted_development
S.20/1155/FUL,Stroud,,Withdrawn,1,975,False,True,0,
S.22/1037/HHOLD,Stroud,,Withdrawn,1,1312,False,True,0,
S.23/1069/LBC,Stroud,,Withdrawn,1,1146,False,True,1,heritage_listed
S.23/1099/FUL,Stroud,,Withdrawn,1,1092,False,True,0,
S.23/1100/LBC,Stroud,,Withdrawn,1,1094,False,True,1,heritage_listed
S.23/1385/MINAM,Stroud,,Withdrawn,1,1071,False,True,0,
S.24/1428/FUL,Stroud,,Withdrawn,1,1108,False,True,0,
S.24/1429/LBC,Stroud,,Withdrawn,1,1110,False,True,1,heritage_listed
S.24/1661/HHOLD,Stroud,,Withdrawn,1,1269,False,True,0,
S.24/1848/HHOLD,Stroud,,Withdrawn,1,1420,False,True,0,
S/2019/0811/COND,West Northamptonshire,,Withdrawn,1,1531,False,True,1,noise
S/2019/0928/LDP,West Northamptonshire,,Withdrawn,3,15379,False,True,4,design_scale_siting; permitted_development; neighbour_amenity; policy_general
S/2019/1149/FUL,West Northamptonshire,,Withdrawn,3,14518,False,True,3,design_scale_siting; neighbour_amenity; policy_general
S/2019/1150/LBC,West Northamptonshire,,Withdrawn,2,12546,False,True,5,heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general
SDNP/16/04372/FUL,South Downs,,Application Withdrawn,5,15177,False,True,2,noise; design_scale_siting
SDNP/18/03434/NMA,South Downs,,Application Withdrawn,1,1128,False,True,0,
SDNP/18/03813/FUL,South Downs,,Application Withdrawn,2,2557,False,True,1,noise
SDNP/20/00382/NMA,South Downs,,Application Withdrawn,2,3278,False,True,1,design_scale_siting
SDNP/20/01192/HOUS,South Downs,,Application Withdrawn,2,4471,False,True,2,design_scale_siting; permitted_development
SDNP/21/03933/LIS,South Downs,,Application Withdrawn,25,172859,False,True,10,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; flood_drainage; biodiversity; flat_apartment
